tweet_author,tweet,like_count
Donald Trump,https://t.co/xgVRpP2Tjc,53841
Donald Trump,Georgia hearings now on @OANN. Amazing!,169417
Donald Trump,https://t.co/Nd9RVXPp5p,41116
Donald Trump,Great people. Tonight! https://t.co/sfLkaRu1Y5,84473
Donald Trump,"Under my leadership, we achieved the most Secure Border in U.S. History! My opponent’s insane immigration plan completely eliminates U.S. borders by implementing nationwide catch-and-release. Joe Biden would make every community into a Sanctuary City for violent criminals. #VOTE",96272
Donald Trump,"Joe Biden is a corrupt politician. He wants to send YOUR jobs to China, while his family rakes in millions from the Chinese Communist Party. If Biden wins, China will OWN the USA. When we win, YOU win, Wisconsin wins, and AMERICA wins! #VOTE",206253
Donald Trump,Thank you to Representative Mo Brooks!,192240
Donald Trump,Human Radical Left garbage did this. Being arrested now! https://t.co/fXSsXXp5yc,110241
Donald Trump,"Thank you Ted. They got caught cold, but this should never be allowed to happen to an incoming administration again - Spied on. Makes Watergate look like small potatoes! OBAMAGATE! https://t.co/it9tryS8sk",52418
Donald Trump,https://t.co/cVx8hPPTVd,75597
Donald Trump,"Thank you WISCONSIN, get out and VOTE! Together, we are going to MAKE AMERICA GREAT AGAIN!! https://t.co/SGEsnCDbVH",73321
Donald Trump,The Silent Media is the Enemy of the People!!! https://t.co/I2LnE3dpI9,151019
Donald Trump,"On my way to Nebraska, after a great evening in Wisconsin with hardworking American Patriots! https://t.co/gsFSgh2KPc https://t.co/RKVwie1QT9",77447
Donald Trump,Thank you Mollie. The Free and Fair Press is gone in our country. They only write about what they want to write about. SUPPRESSION! https://t.co/X2sQFeDZlq,121147
Donald Trump,"Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!",227889
Donald Trump,"The Fake News Media hardly even discussed the tens of thousands of people that came to D.C. Formed organically, and in many parts of the Country! https://t.co/wVsDx6GeGc",130086
Donald Trump,https://t.co/rEThigvI5W,48256
Donald Trump,https://t.co/FU5IncJ4VI,47194
Donald Trump,"THANK YOU NEBRASKA! 
https://t.co/k9DWvZO10b",78964
Donald Trump,Have a great life General Flynn! https://t.co/Qj21mnMP0k,232104
Donald Trump,Congratulations @CoachLouHoltz88! https://t.co/QJFg3TwrUE,110019
Donald Trump,"THANK YOU NEBRASKA! Get your friends, get your family, get your neighbors &amp; co-workers &amp; GET OUT AND VOTE! We didn’t come this far and fight this hard to surrender our Country back to the Corrupt Washington Swamp. On 11/3 we must finish the job &amp; Drain the Swamp once and for all! https://t.co/G8Oqvi5YSa",101358
Donald Trump,https://t.co/qr4Q8U76ds,136813
Donald Trump,“Pro-Biden effort offered Native Americans $25-$500 Visa gift cards and jewelry to vote” https://t.co/nNDcrhIgSX,105396
Donald Trump,"Thank you Mark, but the Fake News Media will never say it! https://t.co/e2V05JPmlx",153590
Donald Trump,"Tax filings reveal Biden cancer charity spent millions on salaries, zero on research https://t.co/2DhE1Ddt6y via @nypost",152276
Donald Trump,“Dominion contractor at Detroit counting center says thousands of ballots were scanned multiple times” https://t.co/8LuOw5DYJE,142842
Donald Trump,https://t.co/gsFSgh2KPc https://t.co/HoLVYSOU2I,63409
Donald Trump,"“Nevada 'fraud': 1,500 ‘dead’ voters, 42,248 voted ‘multiple times,’ RV camps as 'homes'” https://t.co/lBpB89tA3I",129760
Donald Trump,https://t.co/gsFSgh2KPc https://t.co/IriTZzvGtY,80167
Donald Trump,"This is why @FoxNews daytime and weekend daytime have lost their ratings. They are abysmal having @alfredenewman1 (Mayor Pete of Indiana’s most unsuccessful city, by far!) on more than Republicans. Many great alternatives are forming &amp; exist. Try @OANN &amp; @newsmax, among others! https://t.co/ewHE8GBRNy",101985
Donald Trump,https://t.co/YGnjje9G4P,81701
Donald Trump,"“Nevada Court Hears Of USPS Witness Obstruction, Flawed Machine Inspections, And Deceased Voters” https://t.co/wuwzplRyFY",111242
Donald Trump,"We are spending more in Florida, and we are winning big in Florida. Actually, we are winning big in many states as the Great Red Wave begins to form!",186234
Donald Trump,"Governor @dougducey of Arizona hired a lawyer today. Wouldn’t allowing a strong check of ballots, which would be easier and so much better for our Country, be easier on him and the great State of Arizona?",183688
Donald Trump,"Doing a great job in Georgia. Their recount is a scam, means nothing. Must see fraudulent signatures which is prohibited by stupidly signed &amp; unconstitutional consent decree. @BrianKempGA https://t.co/UtEp3FN22S",100375
Donald Trump,People in Georgia got caught cold bringing in massive numbers of ballots and putting them in “voting” machines. Great job @BrianKempGA!,271424
Donald Trump,https://t.co/f1mqYvg6Fm,269762
Donald Trump,"I am pleased to inform you that, for the sake of accuracy in reporting, I am considering posting my interview with Lesley Stahl of 60 Minutes, PRIOR TO AIRTIME! This will be done so that everybody can get a glimpse of what a FAKE and BIASED interview is all about...",315633
Donald Trump,WISCONSIN! Early voting is now underway—let’s #MAGA! https://t.co/gsFSghkmdM,72690
Donald Trump,"“Stock Markets will hit new highs if President Trump wins.  Tremendous growth like never before. If Biden wins, it’s strangulation. Not good.” @SteveKalayjian @Varneyco",118945
Donald Trump,"To the great people of New York, California, and Illinois, your states are way too highly taxed, big crime, people fleeing, and just about every other problem you can have. VOTE TRUMP, I will turn them around for you, FAST!",283429
Donald Trump,"The best way to insure a @KLoeffler and @sendavidperdue VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE! @BrianKempGA",170738
Donald Trump,"Very sadly for our Nation, it looks like Senator @JimInhofe will not be putting the Section 230 termination clause into the Defense Bill. So bad for our National Security and Election Integrity. Last chance to ever get it done. I will VETO!",206710
Donald Trump,"As a developer long ago, and continuing to this day, the politicians ran Chicago into the ground. I was able to make an appropriately great deal with the numerous lenders on a large and very beautiful tower. Doesn’t that make me a smart guy rather than a bad guy?",141561
Donald Trump,"He won because the Election was Rigged. NO VOTE WATCHERS OR OBSERVERS allowed, vote tabulated by a Radical Left privately owned company, Dominion, with a bad reputation &amp; bum equipment that couldn’t even qualify for Texas (which I won by a lot!), the Fake &amp; Silent Media, &amp; more! https://t.co/Exb3C1mAPg",154000
Donald Trump,"But doesn’t get rid of Big Tech’s windfall, Section 230, a grave threat to National Security. I will VETO! https://t.co/QI7BfNc7hb",99742
Donald Trump,"All of the mechanical “glitches” that took place on Election Night were really THEM getting caught trying to steal votes. They succeeded plenty, however, without getting caught. Mail-in elections are a sick joke!",269285
Donald Trump,@JimInhofe What good is having a very expensive National Defense Authorization Act if Big Tech can run circles around you and the security of our Country? End Section 230 now! #NDAA,12483
Donald Trump,Thank you Charles. She will be a great one! https://t.co/T2UbLXtMmZ,60868
Donald Trump,A great person who did a fantastic job. Thank you Alyssa! https://t.co/TEWiYEGnJO,86348
Donald Trump,"Covid, Covid, Covid is the unified chant of the Fake News Lamestream Media. They will talk about nothing else until November 4th., when the Election will be (hopefully!) over. Then the talk will be how low the death rate is, plenty of hospital rooms, &amp; many tests of young people.",158616
Donald Trump,Big Rally Saturday Night in Georgia!!!,241838
Donald Trump,"Incredible evening, incredible people. Love Nebraska, and there were plenty of great people from Iowa there also! $28 Billion for Farmers!!! https://t.co/S7tn3krGdz",94557
Donald Trump,"Whistleblowers reveal that the USPS is responsible for tampering with hundreds of thousands of ballots. @OANN  This long time Democrat stronghold got rid of massive numbers, especially in swing states, during and before delivery of the ballots. Well documented evidence!",162654
Donald Trump,Watch @RudyGiuliani interview on @MariaBartiromo this morning at 10:00. Doing a great job exposing the Rigged Election Hoax!,197187
Donald Trump,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MAGA 
https://t.co/3AnrRUPTtZ",43022
Donald Trump,"A provision is in the NDAA for the renaming, or even desecration, of National Monuments in National Parks. This is not what our Country wants!",127585
Donald Trump,"It’s amazing. Twitter refuses to allow the any mention of the Biden corruption story which was carried so well on @TuckerCarlson last night. It’s the biggest story and Big Tech, together with the Lamestream Media, isn’t allowing a word to be said about it.",183640
Donald Trump,RIGGED ELECTION!,350997
Donald Trump,MAKE AMERICA GREAT AGAIN!,369790
Donald Trump,https://t.co/YGAn4QULA4,71507
Donald Trump,"The USA doesn’t have Freedom of the Press, we have Suppression of the Story, or just plain Fake News. So much has been learned in the last two weeks about how corrupt our Media is, and now Big Tech, maybe even worse. Repeal Section 230!",183874
Donald Trump,GET TOUGH REPUBLICANS!,279657
Donald Trump,Media and Big Tech are not covering Biden Corruption!,248393
Donald Trump,"The only thing more RIGGED than the 2020 Presidential Election is the FAKE NEWS SUPPRESSED MEDIA. No matter how big or important the story, if it is even slightly positive for “us”, or negative for “them”, it will not be reported!",248555
Donald Trump,RIGGED ELECTION. WE WILL WIN!,604647
Donald Trump,"Why isn’t Twitter trending Biden corruption? It’s the biggest, and most credible, story anywhere in the world. Fake Trending!!!",341001
Donald Trump,He only won in the eyes of the FAKE NEWS MEDIA. I concede NOTHING! We have a long way to go. This was a RIGGED ELECTION!,572034
Donald Trump,"THANK YOU ARIZONA! #MAGA 
https://t.co/QgUI58S4D3",55371
Donald Trump,"Proud citizens like you helped build this Country—and together, we are taking back our Country. We are returning power to YOU, the American People! Get out and VOTE — so we can MAKE AMERICA GREAT AGAIN! https://t.co/rjQcHUoaoT",82871
Donald Trump,Progress! https://t.co/K0NrpChXuI,173090
Donald Trump,"I’m NOT just running against Joe Biden—I’m running against the left-wing media, the Big Tech giants, and the wretched Washington Swamp. They have nothing but disdain for you and your values—get out and VOTE to #MAGA! https://t.co/ZYiv9biLvX",98892
Donald Trump,Rudy will be interviewed by @MariaBartiromo at 10:00 A.M. NOW! https://t.co/ExPIgqtIAV,130669
Donald Trump,https://t.co/pcPu2cohJI,37649
Donald Trump,https://t.co/fKDXKEmNr1,61832
Donald Trump,https://t.co/ZruNgRgFqF,105844
Donald Trump,https://t.co/1BHWlr9tJx,44733
Donald Trump,"Thank you @RSBNetwork! #MAGA 
https://t.co/iHlBpNDgkQ",61484
Donald Trump,https://t.co/8N0vB3nJPi,58489
Donald Trump,STOCK MARKET REACHES NEW ALL-TIME HIGH!,278860
Donald Trump,....associated with this FRAUD on the American people!,61378
Donald Trump,"John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and quiet guy, he added nothing to National Security except, “Gee, let’s go to war.” Also, illegally released much Classified Information. A real dope!",355884
Donald Trump,https://t.co/OzYzLQ2FQp,54572
Donald Trump,Sleepy Joe thought this was OK. Not me! https://t.co/VgIlA4fJKF,81074
Donald Trump,Watch @SeanHannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!,124057
Donald Trump,"Who is Miles Taylor? Said he was “anonymous”, but I don’t know him - never even heard of him. Just another @nytimes SCAM - he worked in conjunction with them. Also worked for Big Tech’s @Google. Now works for Fake News @CNN. They should fire, shame, and punish everybody....",107533
Donald Trump,Great job Emily! https://t.co/kQbKViF7Il,104552
Donald Trump,"Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number! https://t.co/NIGpkJHyoY https://t.co/gJIozjtyES",86211
Donald Trump,"Thank you Goodyear, Arizona! Get out and VOTE — Together, we are going to MAKE AMERICA GREAT AGAIN! https://t.co/r7mVXvoFD2",75279
Donald Trump,"WATCH: D.C. Cops Direct Trump-Supporters into Gauntlet of Protesters, Do Nothing When They Are Assaulted https://t.co/179yDCbZou via @BreitbartNews. These thugs and lowlifes only stalked and attacked when most of the tens of thousands of people had left town. Ran away earlier!",106849
Donald Trump,https://t.co/UwyDwoDQgp,29410
Donald Trump,"I am proud to announce $2 million for the @Sept11Memorial in NYC! This special site ensures that the memory of the nearly 3,000 people killed in the terror attacks of September 11, 2001, as well as those lost in the World Trade Center bombing in 1993, will never be forgotten!",111018
Donald Trump,https://t.co/vdaaFDn2Xi,113279
Donald Trump,We won’t let a RIGGED ELECTION steal our Country! https://t.co/r0H4ZcDkHv,270740
Donald Trump,"We will end surprise medical billing, require price transparency, lower drug prices even more, protect Social Security and Medicare, and we will ALWAYS protect patients with pre-existing conditions! https://t.co/0otWkqA1wC",58346
Donald Trump,Great to be with our wonderful Men and Women of the @SecretService. What a job they are doing! https://t.co/QEBvy1JdUp,93978
Donald Trump,"Nobody fights harder for Montana than @SteveDaines. Steve is a close friend of mine, a STRONG Conservative, and a tremendous supporter of our #MAGA Agenda. He is strong on Crime &amp; Borders, GREAT for our Military &amp; Vets, &amp; will protect your #2A. Steve has my Complete Endorsement!",38026
Donald Trump,On my way to the Great State of South Carolina. See everyone soon! #MAGA #KAG https://t.co/cjzElGNyDN,52554
Donald Trump,"See you tomorrow night at 7PM, Valdosta, Georgia! https://t.co/Or9WioLiVk",122587
Donald Trump,https://t.co/L00A2IM766,35675
Donald Trump,"The Democrats, together with the corrupt Fake News Media, have launched a massive Disinformation Campaign the likes of which has never been seen before. They will say anything, like their recent lies about me and the Military, and hope that it sticks... But #MAGA gets it!",192452
Donald Trump,https://t.co/REhbRVEcC0,33746
Donald Trump,https://t.co/6Bww8zo4bk,40721
Donald Trump,https://t.co/VTNYa5vaG7,85665
Donald Trump,"If you vote for Biden, your kids will not be in school, there will be no graduations, no weddings, no Thanksgiving, no Christmas, and no Fourth of July! https://t.co/Pjyd8TGXME",112475
Donald Trump,https://t.co/Jp8KzeM9bK,35457
Donald Trump,USA! https://t.co/p6LrDNkSB9,90890
Donald Trump,Amazing! https://t.co/RMOa4jKZwA,260631
Donald Trump,"A vote for Joe Biden is a vote for the biggest TAX HIKE in history, crushing regulations, slashing Medicare and Social Security, and abolishing American Energy. A vote for Biden is a vote for open borders, offshoring jobs, shredding the Second Amendment...https://t.co/lrveykMf4R",57225
Donald Trump,Congratulations to Sleepy Joe Biden!,73075
Donald Trump,"Congressman @DaveJoyceOH14 is a tremendous fighter for the Great State of Ohio! He is Tough on Crime, our Border, Second Amendment, and helps us Combat Illegal Drugs! David has my Complete and Total Endorsement! https://t.co/ODAEpPur3W",23409
Donald Trump,https://t.co/AMIT0WetT1,147324
Donald Trump,"Why isn’t Biden corruption trending number one on Twitter? Biggest world story, and nowhere to be found. There is no”trend”, only negative stories that Twitter wants to put up. Disgraceful! Section 230",246035
Donald Trump,Spirit like never before! https://t.co/2B7OCW6Rxc,212505
Donald Trump,https://t.co/yV62397bgs,87033
Donald Trump,"Many of the court cases being filed all over the Country are not ours, but rather those of people that have seen horrible abuses. Our big cases showing the unconstitutionality of the 2020 Election, &amp; the outrage of things that were done to change the outcome, will soon be filed!",343592
Donald Trump,https://t.co/4LTWLgbmsf,71812
Donald Trump,"Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high risk countries, or areas within those countries, they will also be screened when they arrive in America. Thank you! @VP @SecAzar @CDCgov @CDCDirector",65584
Donald Trump,https://t.co/ouGhtnhwGG,82146
Donald Trump,https://t.co/cYj73a5fiR,93114
Donald Trump,https://t.co/gsFSgh2KPc https://t.co/j7Z5jC05wP,106601
Donald Trump,https://t.co/X6ra8feSo7,38658
Donald Trump,"Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!",69724
Donald Trump,https://t.co/EnQz4Enzd6,32580
Donald Trump,"A great launch! @NASA was a closed up disaster when we took over. Now it is again the “hottest”, most advanced, space center in the world, by far! https://t.co/CDCGdO74Yb",183366
Donald Trump,"Jack, this is a Great Honor. Thank you! https://t.co/60WWISm5hs",185844
Donald Trump,"....owned Dominion Voting Systems, turned down by Texas and many others because it was not good or secure, those responsible for the safeguarding of our Constitution cannot allow the Fake results of the 2020 Mail-In Election to stand. The World is watching!",189222
Donald Trump,"....perhaps like never before! From large numbers of Poll Watchers that were thrown out of vote counting rooms in many of our States, to millions of ballots that have been altered by Democrats, only for Democrats, to voting after the Election was over, to using Radical Left",178310
Donald Trump,https://t.co/gsFSgh2KPc,55362
Donald Trump,"Why does the Fake News Media continuously assume that Joe Biden will ascend to the Presidency, not even allowing our side to show, which we are just getting ready to do, how badly shattered and violated our great Constitution has been in the 2020 Election. It was attacked,..",352905
Donald Trump,"Just spoke to my friend, President Joko Widodo of the Republic of Indonesia. Asking for Ventilators, which we will provide. Great cooperation between us!",123174
Donald Trump,"Maria is badly needed in Washington. She is an outstanding person who truly loves her Country and her State. Her opponent, @DonnaShalala, is a political hack who is a puppet of Nancy Pelosi. She does nothing for Florida. Maria has my Complete &amp; Total Endorsement! https://t.co/4GumAgOA3J",69800
Donald Trump,"Tens of thousands of votes were illegally received after 8 P.M. on Tuesday, Election Day, totally and easily changing the results in Pennsylvania and certain other razor thin states. As a separate matter, hundreds of thousands of Votes were illegally not allowed to be OBSERVED...",0
Donald Trump,"Hurricane Laura is a very dangerous and rapidly intensifying hurricane. My Administration remains fully engaged with state &amp; local emergency managers to continue preparing and assisting the great people Texas, Louisiana, and Arkansas. Listen to local officials. We are with you! https://t.co/x0JoijLUpb",82947
Donald Trump,MAKE AMERICA GREAT AGAIN!,540632
Donald Trump,"See you tonight at 7PM, Georgia! https://t.co/gMYtLGGqzI",169039
Donald Trump,https://t.co/G0jJ6gfifS,38982
Donald Trump,"Thank you for the good reviews and comments on my interview with Chris Wallace of @FoxNews. We may have set a record for doing such an interview in the heat. It was 100 degrees, making things very interesting!",99507
Donald Trump,https://t.co/mnL4DgfHw5,205499
Donald Trump,"I will easily &amp; quickly win Georgia if Governor @BrianKempGA or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!",247557
Donald Trump,I WON THE ELECTION!,718605
Donald Trump,https://t.co/Cosg12sHW0,29165
Donald Trump,https://t.co/VHNdE0OLaV,62301
Donald Trump,https://t.co/raNjVHaCOE,88240
Donald Trump,"25, wow! I am surprised there are so many. We have just begun to fight. Please send me a list of the 25 RINOS. I read the Fake News Washington Post as little as possible! https://t.co/cEBM0bYuQ9",141720
Donald Trump,"Jorge, your really tough and really smart. My Great Honor to have your support! @GamebredFighter https://t.co/cehUjvCDUn",28774
Donald Trump,SLEEPY JOE BIDEN IS PROPOSING THE BIGGEST TAX HIKE IN OUR COUNTRIES HISTORY! CAN ANYBODY REALLY VOTE FOR THIS?,17788
Donald Trump,"Exclusive: Zach Fuentes, Top Aide to John Kelly, Denies Atlantic Story About Trump https://t.co/RXrpKhdPb1 via @BreitbartNews Thanks Zach. Just more corrupt Fake News trying to change the course of our most important, ever, Election!",44354
Donald Trump,https://t.co/2XBeFS5lbz,68703
Donald Trump,THESE NUMBERS ARE INCREDIBLE! @MariaBartiromo,81817
Donald Trump,"Hope Hicks, who has been working so hard without even taking a small break, has just tested positive for Covid 19. Terrible! The First Lady and I are waiting for our test results. In the meantime, we will begin our quarantine process!",314384
Donald Trump,https://t.co/gsFSghkmdM https://t.co/Mu6grSAmV9,75681
Donald Trump,"RT @SharylAttkisson: From what I can tell, he was not there, it was a campaign event and protest. https://t.co/MGlIIAEFBT",0
Donald Trump,RT @SharylAttkisson: Who thinks the debates just won't be the same without Donna Brazile working on them behind the scenes?,0
Donald Trump,"RT @SharylAttkisson: When did we decide, as Americans, that it's ok fo govt &amp, 3d parties to censor/ curate our info? That we cannot be trus...",0
Donald Trump,"RT @SharylAttkisson: When did we quit teaching/understanding that free speech means protecting the distasteful, lest we open the door for g...",0
Donald Trump,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MAGA
https://t.co/3AnrRV7uSz",43287
Donald Trump,"But you never got the signature verification! Your people are refusing to do what you ask. What are they hiding? At least immediately ask for a Special Session of the Legislature. That you can easily, and immediately, do. #Transparency https://t.co/h73ZfjrDt3",132352
Donald Trump,RT @GWKohn1: @dbongino None of the MEN I know are either.,0
Donald Trump,RT @Steverefresh: @dbongino They will take union dues from trump voters and give to creepy though,0
Donald Trump,https://t.co/fzOF42hQIp,48398
Donald Trump,".@CNN IS FAKE NEWS, and all smart people know that! https://t.co/fqykkHxmx5",68091
Donald Trump,https://t.co/lrg4czwoGs,31956
Donald Trump,This is an AMAZING JOBS REPORT! Edward Lawrence @FoxNews,71856
Donald Trump,"Leaving for Georgia now.
 See you soon!",284011
Donald Trump,https://t.co/B4H105KVSs,755999
Donald Trump,"Thank you to Dave Rubin, author of “Don’t Burn This Book”, just announced on @foxandfriends that he is voting for your favorite President, me. “I think Donald Trump has done a lot of good. When I see an American flag, I see Trump support.”",101612
Donald Trump,"The Washington Post forgot to read the complaint. Fake News. Poll Watchers, and the way they were treated, are a very big deal in the complaint! https://t.co/Rhc4RY0QSF",82650
Donald Trump,Really Big Jobs Report. Great going President Trump (kidding but true)!,166944
Donald Trump,https://t.co/6BVrMg0yCO,34803
Donald Trump,"GDP number just announced. Biggest and Best in the History of our Country, and not even close. Next year will be FANTASTIC!!! However, Sleepy Joe Biden and his proposed record setting tax increase, would kill it all. So glad this great GDP number came out before November 3rd.",159775
Donald Trump,"...We received more LEGAL votes by far. All I can do is run, campaign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.",122610
Donald Trump,https://t.co/gvIPuYtTZG,715608
Donald Trump,"Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia...",161551
Donald Trump,No way! https://t.co/Dwvb57mgMz,105821
Donald Trump,THANK YOU! #MAGA https://t.co/24HVNRnBSX,92577
Donald Trump,Winners All! https://t.co/2R5qutk0W8,48580
Donald Trump,https://t.co/tKi5SS3RI9,124007
Donald Trump,Thank you Mark! #MAGA https://t.co/ptqzlqb8ep,51745
Donald Trump,This is crazy! https://t.co/Dwvb57mgMz,100611
Donald Trump,"If the Wall Street Journal “Editorial” writers had called, as they should have, they would have easily found that I was “NOT happy with the Georgia Governor on Tuesday night.” You said the opposite, and got it wrong as you often do!",103683
Donald Trump,https://t.co/pg1ClbTDhv,123055
Donald Trump,Most fraudulent Election in history! https://t.co/X2pRkTqWIS,144169
Donald Trump,https://t.co/7NhZCVBncg,79328
Donald Trump,https://t.co/VWWlkmzjiL,67423
Donald Trump,https://t.co/DJSZ8ebxub,62311
Donald Trump,https://t.co/PSHXaWnrox,61618
Donald Trump,"Our hearts are with the people of France. America stands with our oldest Ally in this fight. These Radical Islamic terrorist attacks must stop immediately. No country, France or otherwise can long put up with it!",215334
Donald Trump,https://t.co/VtlO88czRa,73515
Donald Trump,"....He also worked at, of all places, @Google. They all have big liability!!!",50448
Donald Trump,"Register to vote before Monday 12/7. Register now on https://t.co/bFJXEeKHLV, then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day! https://t.co/mGnORcriXw",96922
Donald Trump,"So it turns out that the wise guy promoted as “Anonymous” by the @nytimes, named Miles Taylor (who I never even heard of!), was only a little known “staffer” as opposed to a “Senior Administration Official”. He then scammed @CNN, lied to @andersoncooper, &amp; got a job there....",84400
Donald Trump,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers! https://t.co/XAJ0F2JmeL",166748
Donald Trump,Thank you Andrew! https://t.co/lnFIJb64YA,129835
Donald Trump,Weekly Jobless Claims just hit a 7 month low!,149998
Donald Trump,https://t.co/t1nwOScuF6,96352
Donald Trump,"A 3 day extension for Pennsylvania is a disaster for our Nation, and for Pennsylvania itself. The Democrats are trying to steal this Election. We have to get out and VOTE in even larger numbers. The Great Red Wave is coming!!!",151943
Donald Trump,"***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue https://t.co/Z6XZYeCO16 via @BreitbartNews. A great evening in beautiful Georgia!",54232
Donald Trump,Thank you to Joe Scarborough (@JoeNBC) for seeing the light. Our Country is doing great! https://t.co/7vLxNScOjo,69062
Donald Trump,"THANK YOU TAMPA, FLORIDA!
https://t.co/1gXlNJCdHl",69891
Donald Trump,Thank you Christina! https://t.co/0ADausqhat,92254
Donald Trump,https://t.co/FUh5kox16R,49552
Donald Trump,"I was thrilled to be back in my home state of FLORIDA! 5 days from now, we are going to win FLORIDA, and we are going to WIN 4 more years in the White House. Get out and VOTE! MAKE AMERICA GREAT AGAIN!! 
https://t.co/cbk66G7tlU",68584
Donald Trump,"Your VOTE on Tuesday, November 3rd is going to SAVE OUR COUNTRY. We are going to defeat the Marxists, Socialists, Rioters, Flag-Burners, and Left-wing Extremists! Get out and VOTE! #MAGA https://t.co/gsFSgh2KPc",58584
Donald Trump,https://t.co/OINMUQvdRo,48408
Donald Trump,Fraudulent result! https://t.co/vrp8SidOc8,62036
Donald Trump,https://t.co/njpD3ekBOv,38696
Donald Trump,https://t.co/M9KcwFEYA7,34131
Donald Trump,Thank you! https://t.co/X7gFdH8fqW,64515
Donald Trump,"This election is a choice between the AMERICAN DREAM and a SOCIALIST NIGHTMARE. Our opponents want to turn America into Communist Cuba or Socialist Venezuela. As long as I am President, America will NEVER be a socialist Country! https://t.co/gsFSgh2KPc",69044
Donald Trump,"For half a century, Joe Biden has been outsourcing your jobs, opening your borders, and sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician—If Biden Wins, China Wins. When We Win, Florida Wins—and America Wins! https://t.co/UdqQqmxvL7",74695
Donald Trump,"If I don’t sound like a typical Washington politician, it’s because I’m NOT a politician. If I don’t always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSgh2KPc https://t.co/kCtPkRWdY4",106116
Donald Trump,Great job Dan. People are watching! https://t.co/5SiKOq3HoQ,65144
Donald Trump,"Forced to move our Rally tonight in Fayetteville, North Carolina, to Monday, due to high speed winds and bad weather. I love you North Carolina. Stay safe, see you on Monday!!!",157624
Donald Trump,I won the Election!,681676
Donald Trump,Melissa is great! https://t.co/45q70Ps7oK,120313
Donald Trump,"Failed RINO former Governor Rick Snyder of Michigan was a disaster with respect to the Flint Water CATASTROPHE, and a very bad Governor overall. He hurt so many people with his gross incompetence. He reminds me of Sleepy Joe!",101655
Donald Trump,Try watching @OANN. Really GREAT!,282059
Donald Trump,"My Administration has suspended the entry of refugees from terror-compromised nations such as Syria, Somalia and Yemen. Biden’s plan surges refugees 700% into Minnesota, Michigan &amp; Pennsylvania—burdening schools &amp; hospitals while opening the floodgates to Radical Islamic Terror.",148332
Donald Trump,The Fake News refuses to cover the fact that GDP went,41
Donald Trump,"The Fake News refuses to cover the fact that GDP went up 33.1% for the 3rd Quarter, the best number by far in our Country’s history!",215082
Donald Trump,“Defunding Police would be good for Robbers &amp; Rapists.” @SenBillCassidy,149854
Donald Trump,Thank you Matt! https://t.co/yPqsdzytu4,107332
Donald Trump,https://t.co/gsFSghkmdM https://t.co/fg5US7VpUJ,70067
Donald Trump,"BIG DEMAND! Starting up again soon, maybe next week! https://t.co/ToNLAGl5Fz",95478
Donald Trump,"New York City indoor dining to reopen on September 30, at 25% capacity. A step in the right direction, but should go faster!",67003
Donald Trump,"They went for a Coup. Almost destroyed our Country. You had the right President at the right moment. Current Voters, REMEMBER THIS WHEN YOU VOTE! https://t.co/w2s8LdiRu0",101277
Donald Trump,"For years you had a President who apologized for America—now you have a President who is standing up for America! Get your friends, get your family, get your neighbors and GET OUT &amp; VOTE! On 11/3 we must finish the job and Drain the Swamp once and for all! https://t.co/RZzSuwLUSP",118115
Donald Trump,Sending out 80 MILLION BALLOTS to people who aren’t even asking for a Ballot is unfair and a total fraud in the making. Look at what’s going on right now!,99030
Donald Trump,Obama worked harder for Hillary Clinton and the losing Clinton Campaign than she worked for herself! Now he’s working with Sleepy Joe - will be same result. MAGA is energized like never before!,172471
Donald Trump,And getting a total pass from the media! https://t.co/LyQBuhJq46,98205
